,pred
304,0.00543939650405834
305,0.19721498765422
306,0.07301612235302889
307,0.0009088121170114001
308,0.016224741900976336
309,0.6405053655739535
310,0.03217032041600654
311,0.004243481666117571
312,0.008071202566543164
313,0.4015757292652086
314,0.0075885966920612
315,0.4917986049941859
316,0.008254751984758259
317,0.570443374049324
318,0.06147106695805376
319,0.9399558455541045
320,0.015244309864972633
321,0.060210400023097334
322,0.5159886107254154
323,0.30941251109367285
324,0.006533555722261104
325,0.3675391229440302
326,0.1879579940001171
327,0.6018734184941991
328,0.5435204515605614
329,0.06372011904977043
330,0.07984444161371043
331,0.10898614358177151
332,0.11158488300956815
333,0.5788567843085168
334,0.004890149996787407
335,0.3592669479165946
336,0.9289640002649175
337,0.16194817824800967
338,0.615027666737081
339,0.5083093471260699
340,0.7446083698506157
341,0.12352857243034848
342,0.02943284080785409
343,0.2046041621571681
344,0.008838262900932887
345,0.026037389501793625
346,0.04016701005886113
347,0.2502361267230689
348,0.15668463527468723
349,0.35979694460227635
350,0.3946672998564664
351,0.25936140493074084
352,0.0012300090850867213
353,0.9908202062995548
354,0.7827594799291733
355,0.21653826368768203
356,0.0005979036333838566
357,0.10837839315968252
358,0.00046608243230058144
359,0.1305258857409562
360,0.5888229018268258
361,0.005065261186494418
362,0.6698839475311684
363,0.45113883259063253
364,0.42270131405209616
365,0.028943384451502477
366,0.3137562425348173
367,0.02037172503538142
368,0.6008852324150745
369,0.6049141321996535
370,0.001107458291094212
371,0.03849785984446098
372,0.012435152324915601
373,0.6506305744847743
374,0.8363290208592693
375,0.1156816830062617
376,0.008358620716706622
377,0.9962137836596361
378,0.023990565205035546
379,0.04869321507504783
380,0.0676264650173203
381,0.5959720778219065
382,0.009979221461388613
383,0.9976127213795495
384,0.30508215648357734
385,0.04607771217039804
386,0.044653303755772776
387,0.9864623307316726
388,0.07468311527768653
389,0.1886227704634198
390,0.11270334845185677
391,0.00492435473789539
392,0.13711863777549824
393,0.14770914741042962
394,0.010559101251444372
395,0.04633231564314165
396,0.013843197973288713
397,0.1642916231516482
398,0.03870282544146087
399,0.012317615517447705
400,0.635270266581957
401,0.0007425986716319511
402,0.6400743458429424
403,0.006880165206166314
404,0.00537021505636855
405,0.0006898326641718828
406,0.006296943822856397
407,0.03427598986761117
408,0.018811327659087513
409,0.011393190315696147
410,0.02443972837057324
411,0.007565921437509501
412,0.1947727897909012
413,0.000926639380585893
414,0.7276529234107275
415,0.019067224760458152
416,0.09414367745164501
417,0.5252630346932519
418,0.10908500246075226
419,0.001390319957931068
420,0.06874545252756217
421,0.025393938770066564
422,0.004038009778771322
423,0.20495196942477256
424,0.9948764218857367
425,0.9431568651675449
426,0.11837915030127133
427,0.007315950636544598
428,0.10056769935473862
429,0.12292110135145466
430,0.30004253174831014
431,0.09014197349677042
432,0.8274176271696937
433,0.40924751493974076
434,0.0030029332941247564
435,0.0016044212422456228
436,0.022195167497820967
437,0.1597695137484249
438,0.3642485829858125
439,0.0008743007377767831
440,0.15426979374536254
441,0.019872397056326888
442,0.17975856283609723
443,0.6530010830704414
444,0.0027787363882199314
445,0.00891415932894248
446,0.14081221090287172
447,0.432809707952381
448,0.054222331439996906
449,0.007891425806852696
450,0.0011803892858851207
451,0.010607607087162269
452,0.0005737722113257667
453,0.6201007068172965
454,0.10203699478489762
455,0.30100527245756176
456,0.03242605524404676
457,0.27198371130624266
458,0.01616781819704591
459,0.013655309488568789
460,0.2555560263767233
461,0.07558773013399998
462,0.0552736735492778
463,0.001068400324961399
464,0.14014444452341612
465,0.0085898226448224
466,0.029840850727521805
467,0.0470206875036518
468,0.31621507506085544
469,0.16653685428818
470,0.01763470866448772
471,0.030854214925021963
472,0.03613339846894946
473,0.14488509561945026
474,0.7029582899401942
475,0.9411177283107728
476,0.0063412060466162745
477,0.44603094867201926
478,0.00626621864081618
479,0.006222690497769219
480,0.11189506346202237
481,0.010338918764743495
482,0.02856117489403654
483,0.7970703137839427
484,0.041686065154663006
485,0.9950844595659385
486,0.03899422771926672
487,0.2616324994580063
488,0.0006253223588435287
489,0.005618902981060106
490,0.014934388720826579
491,0.027465858088390627
492,0.0008696660530782091
493,0.03144593654632489
494,0.0032024450306091935
495,0.13064632562707615
496,0.20277246533286036
497,0.5779638683402469
498,0.17114712305144533
499,0.007106386719223811
500,0.6458986379279226
501,0.08874226882627162
502,0.0027351575999109783
503,0.3299611281192491
504,0.18180700930065447
505,0.1537649695338015
506,0.9338193139343808
507,0.9938204723183317
508,0.04275974303944683
509,0.008152537823206442
510,0.997591771155929
511,0.35160384820379015
512,0.054843242522125954
513,0.9880544096937749
514,0.9090584132590867
515,0.015480491823423108
516,0.0007580296287110073
517,0.7657457553649107
518,0.9701150945824486
519,0.0006657696079998615
520,0.38740413894202846
521,0.10152721108580455
522,0.05447866670793037
523,0.02463558284230437
524,0.0005252330209019356
525,0.003955175228442166
526,0.047195991838507825
527,0.0009309419296688561
528,0.9637421609626244
529,0.31019329305432997
530,0.0013145549069824387
531,0.0723685448922203
532,0.1320625018473763
533,0.06632552126176514
534,0.009145179451101864
535,0.9975255062823272
536,0.44151448253470144
537,0.533170262647924
538,0.3114901175724145
539,0.14292788933838244
540,0.6704294758417481
541,0.025764216637786046
542,0.560334814225978
543,0.2980919333878129
544,0.9584942372650814
545,0.4762071420081886
546,0.0006079798243969059
547,0.08436758314185246
548,0.07549204431596812
549,0.003539982862194592
550,0.0006971284777823179
551,0.38835783890450487
552,0.9969155697004465
553,0.28875919030882774
554,0.025079810274671918
555,0.008147897551318554
556,0.8420945195194439
557,0.023895635275478055
558,0.31461683642586574
559,0.005323507310528827
560,0.2470629736049933
561,0.01441667909378936
562,0.013790272453767339
563,0.10206059650437531
564,0.004550832283087334
565,0.7179378745843943
566,0.13686611885759886
567,0.011943300699195924
568,0.04936881148035142
569,0.15930683785861804
570,0.009727202340459871
571,0.30121061810437305
572,0.0016414382294363003
573,0.0008093645839851474
574,0.4464302245409793
575,0.01390631975364011
576,0.0014300031581564998
577,0.05581732346593833
578,0.03085816302285095
579,0.8250741647592735
580,0.3223055140196261
581,0.0019748652056724844
582,0.01799811208358326
583,0.020085793556389137
584,0.7332643443879612
585,0.5577398480701184
586,0.010686184929700169
587,0.2912972488681195
588,0.025968556396372414
589,0.9884685649626852
590,0.232941872472977
591,0.013209985759834602
592,0.0031387117961783023
593,0.0008862346939772233
594,0.00038188684847565856
595,0.09144112223480097
596,0.9926805515683113
597,0.14689435760393646
598,0.984220617241397
599,0.0041241742378206785
600,0.0007364395406923469
601,0.0029654144495239437
602,0.0047928243520727835
603,0.0036133296593298873
604,0.2371201775930384
605,0.004407596407286529
606,0.6939322627708758
607,0.3815060596078308
608,0.12835536123423807
609,0.013549850271742176
610,0.00047850559627104686
611,0.017975207484799176
612,0.7165614747443873
613,0.8321663636604477
614,0.010597675583582222
615,0.013517520856772502
616,0.9244045440822132
617,0.13410753819147792
618,0.23621333631562696
619,0.2348500410444434
620,0.05601499944731052
621,0.006568233393823811
622,0.1892282256365484
623,0.5643395678376958
624,0.0016342268501202347
625,0.3922935718901416
626,0.7287336839286391
627,0.005274441980730712
628,0.005889716823644014
629,0.21712768933143592
630,0.7693359526170912
631,0.009474807951157647
632,0.2465422793334102
633,0.10259002184119766
634,0.16753788576376386
635,0.9968152840546659
636,0.37917015304210083
637,0.3624269769250584
638,0.07066908468343898
639,0.005556077106627809
640,0.17331908113482714
641,0.0007246850620940205
642,0.6212735175104659
643,0.09912151893102492
644,0.48928593079779004
645,0.09934964034023096
646,0.0995843629412472
647,0.0008362435557824797
648,0.9801127388234878
649,0.005173910965835874
650,0.0008290116678141128
651,0.01785376291439845
652,0.6009961152949431
653,0.0007239119665565215
654,0.04019271245726506
655,0.0007758169132893082
656,0.003296038255878995
657,0.01273735268416528
658,0.05295195174811417
659,0.011831495392066073
660,0.690574667405661
661,0.12404286977449913
662,0.3708633995181692
663,0.6689076705021795
664,0.5496825870260996
665,0.058076450494053515
666,0.0012984926106395561
667,0.5001909856207768
668,0.35159739598508444
669,0.3883943224623495
670,0.08334191950030728
671,0.001053937288516348
672,0.07061194584702442
673,0.9448007141963894
674,0.6509756288373694
675,0.7016061517130668
676,0.020820129874600534
677,0.012623068156054894
678,0.05674403432849882
679,0.028469563338820364
680,0.009761893566833308
681,0.03844745120609094
682,0.21404277680763725
683,0.17703568425276617
684,0.641160380671274
685,0.0008102092002379149
686,0.0015247248123542846
687,0.051624726137931023
688,0.07155274921124499
689,0.046432770447764296
690,0.6829772474681909
691,0.0270513620875871
692,0.7441880847916632
693,0.6848053823568214
694,0.001092642369026164
695,0.013873516322513602
696,0.012564502435224532
697,0.040635403031038124
698,0.08714032583268114
699,0.25148442067061527
700,0.09335128120321658
701,0.019992224673455863
702,0.003217355149983147
703,0.022709585636137508
704,0.7306276682815325
705,0.005611393988958416
706,0.028071763870276514
707,0.37973852079419124
708,0.006918320594745404
709,0.006463903715338776
710,0.6470608338434332
711,0.045158871518984234
712,0.992081375991437
713,0.14925860316633466
714,0.09574479928178262
715,0.059273383904874105
716,0.7205500721849419
717,0.02208786049927034
718,0.023036287326484606
719,0.005436334311228923
720,0.029086660098319967
721,0.00070682967985406
722,0.0011009469654890266
723,0.4232097510917746
724,0.05443759455686177
725,0.947636875608155
726,0.006062227810844814
727,0.004787606574164981
728,0.013600556624258204
729,0.11306586735411195
730,0.001263345783138766
731,0.8305442737049744
732,0.5609647194408403
733,0.03008488124549412
734,0.0008075741528100295
735,0.01921484534855258
736,0.003456743700133733
737,0.00484316668884747
738,0.06393696847324482
739,0.0016416402472447405
740,0.5425481925984066
741,0.5174064527990861
742,0.689029929472715
743,0.010120633620768066
744,0.13768429946981134
745,0.20544116114619843
746,0.9947318458579708
747,0.0651450776873436
748,0.3182777395853521
749,0.8396709747971378
750,0.07079742934177741
751,0.0005112849568434884
752,0.5641824419208551
753,0.04563782586410415
754,0.18424520827059335
755,0.21833049169584753
756,0.7616482177232123
757,0.0007833604909826507
758,0.0029170618002628467
759,0.052516324020615235
760,0.07609836083647079
761,0.002552878815592087
762,0.0012283162662999234
763,0.11821123276679411
764,0.3746832178596413
765,0.009695545306386449
766,0.031665759359255585
767,0.13039618976728806
768,0.9791507658378067
769,0.3032015387261511
770,0.01871985064731597
771,0.015918838662208116
772,0.7124287827658282
773,0.006446037353424472
774,0.44766039753757847
775,0.31123632030809917
776,0.014395756008906585
777,0.008580516504611802
778,0.3882371691225819
779,0.47407414035731044
780,0.03724748239185616
781,0.9916460065558776
782,0.0015689521945413162
783,0.04205009484284153
784,0.0048856002910404525
785,0.000687628399022776
786,0.061064539659623995
787,0.09445977385408928
788,0.519336823936907
789,0.005911328558714815
790,0.6363975907962088
791,0.006285050801600296
792,0.10971582050561844
793,0.01147875281054113
794,0.08480556818491487
795,0.4286565158078632
796,0.39501004405287393
797,0.07941139006023974
798,0.03457055602184323
799,0.8855277219933559
800,0.0005617840076659681
801,0.8363365275305747
802,0.007651481323390239
803,0.8718152272464816
804,0.020526906741632083
805,0.04154029743237451
806,0.00849632057212089
807,0.00720169178739046
808,0.0015321824757311413
809,0.008555198796818587
810,0.015017201696218284
811,0.6997452055014918
812,0.010045166155808138
813,0.00781819162875749
814,0.9928519681571677
815,0.03747459556198604
816,0.03188882110607043
817,0.9039574310701997
818,0.0005645082557447737
819,0.9446208101483616
820,0.14665588228043416
821,0.5428434601287508
822,0.014107657202153926
823,0.025329721868185877
824,0.5154145252798481
825,0.023536621475903904
826,0.9978225281830599
827,0.2065509833275518
828,0.19567568537456334
829,0.002945137353519719
830,0.005851764103935034
831,0.535576091338824
832,0.0965097940236748
833,0.005447364329262334
834,0.5750649297138162
835,0.2780902020263038
836,0.005796066050557388
837,0.5462602168976795
838,0.05798486349127538
839,0.0071310017434902786
840,0.5732657245299642
841,0.6863507953068814
842,0.009777528620075485
843,0.21263792885433236
844,0.0061064122305923745
845,0.04906795817362062
846,0.00209288344496528
847,0.022238445614898482
848,0.21121178663244186
849,0.527726239331125
850,0.00676791457042422
851,0.24081320997809794
852,0.07238547795002168
853,0.00429857193292958
854,0.49607583870908367
855,0.0005948935004264586
856,0.0011625191109995987
857,0.12954075378292734
858,0.2960878735961451
859,0.03868205932059314
860,0.9844245988535877
861,0.15603728713473766
862,0.7926109393218035
863,0.007013873189453376
864,0.03419797267932922
865,0.0009353781963405092
866,0.007853714381123901
867,0.6809414939330051
868,0.02200017013487431
869,0.016395994764703815
870,0.1944304595647111
871,0.01864809832447419
872,0.02041324609755372
873,0.2163324724384906
874,0.0004402816626135175
875,0.0003612189468603109
876,0.001212892794337715
877,0.977671129168493
878,0.13716343068185452
879,0.6412074789410163
880,0.03484560084412119
881,0.8349564686435724
882,0.39933753496246854
883,0.0007984428154190296
884,0.019760656619613653
885,0.011946286878646593
886,0.10977104735642886
887,0.01256861593030614
888,0.046195826262590674
889,0.6372281089514531
890,0.6321378099155195
891,0.002932342996177916
892,0.10869260376299637
893,0.0723285494528491
894,0.0006804432807808505
895,0.007703425243520426
896,0.015938581804646575
897,0.0004942438417965324
898,0.504744529349912
899,0.20835227603076084
900,0.7977046831225978
901,0.04760782608349831
902,0.0010704285087828754
903,0.04514125636519998
904,0.010370801537189183
905,0.29647692903059003
906,0.795896459505351
907,0.4833845064493433
908,0.004094295841554132
909,0.0013811150765454683
910,0.4171927279446466
911,0.15605307363022372
912,0.06477065923689462
913,0.015068797104544942
914,0.004384570797319199
915,0.017622519907650232
916,0.03554797946635086
917,0.19208639969486807
918,0.0025383829218681973
919,0.00609420947317356
920,0.3208324317768895
921,0.0029657757283234076
922,0.3715567694406527
923,0.017700432236092984
924,0.020121089461310682
925,0.003079192382366444
926,0.04833564443679275
927,0.0008631771817268495
928,0.32188838880300424
929,0.012136993859887243
930,0.47792786752084215
931,0.02103287482200641
932,0.002678817462603696
933,0.05544601378040763
934,0.2694298529327882
935,0.002301756508958173
936,0.04280584715879334
937,0.03395762484331183
938,0.024931982911286676
939,0.7248146131336384
940,0.7011635060153338
941,0.11910921909848096
942,0.387258759816525
943,0.8371231084825957
944,0.16368498373810975
945,0.038106869872678514
946,0.8144555256551588
947,0.09368248935963458
948,0.06478914515396145
949,0.7541734355824288
950,0.9730914008863467
951,0.0224128945589355
952,0.0008040440593146612
953,0.12211983753912962
954,0.3042185574473329
955,0.5331276045035621
956,0.5127493518462408
957,0.010739413462900915
958,0.21575338037699546
959,0.10287898007217675
960,0.010280792952921577
961,0.013052051332793291
962,0.08165661457396102
963,0.002815515810568819
964,0.0018923777175967012
965,0.005545780174813813
966,0.0011625191109995987
967,0.35701543478536024
968,0.7469242380971878
969,0.03511085045317397
970,0.0023378303838089073
971,0.10663271751762679
972,0.6099267992004405
973,0.8623424744851995
974,0.24989963642125568
975,0.08942453662788802
976,0.4759074240325295
977,0.7823668379188378
978,0.04796234562243389
979,0.0011005685116702566
980,0.05050586881401318
981,0.48178704366232716
982,0.000603555161678207
983,0.0511290398179328
984,0.8049666453650839
985,0.7527631746337655
986,0.012324519527833476
987,0.001367846879322684
988,0.9709232428115027
989,0.21434746908289848
990,0.7783949739293983
991,0.007356044920449351
992,0.009282516355742561
993,0.538039674825222
994,0.5115828767232345
995,0.14323839376568043
996,0.2629776320019069
997,0.09834785390478983
998,0.9925807487106201
999,0.9931288560876531
1000,0.08834994387187327
1001,0.333841456125483
1002,0.7978313900618286
1003,0.8143403374581148
1004,0.37564912983448157
1005,0.0006019666055061546
1006,0.3469565290136919
1007,0.01178521252766871
1008,0.008954876364007429
1009,0.032907948011088956
1010,0.004136059975001089
1011,0.7274395874493998
1012,0.11787415975496762
1013,0.5695861935242297
1014,0.04220794545213489
1015,0.002534645435747936
1016,0.05950503193630646
1017,0.018762049779896695
1018,0.37862753405965005
1019,0.985852538311164
1020,0.6139715844844624
1021,0.016208796940492366
1022,0.0073082346226114705
1023,0.059871231437667385
1024,0.18165630886729298
1025,0.009163146143139565
1026,0.1052052008003433
1027,0.08202744459847297
1028,0.00645399698362494
1029,0.00800898737290458
1030,0.042975413326132486
1031,0.7693870177466863
1032,0.0005113478404649176
1033,0.010179865890408943
1034,0.02661662571371258
1035,0.02648646260896624
1036,0.000958532184087012
1037,0.6372535353753228
1038,0.585387542722833
1039,0.018488174767128922
1040,0.5611011155782468
1041,0.05656494277150889
1042,0.29069174362562167
1043,0.009767794374381831
1044,0.04375024698986277
1045,0.0007655556944762833
1046,0.009718452454642524
1047,0.005436879910586258
1048,0.0007081161179924723
1049,0.2184380517477288
1050,0.10179443606101546
1051,0.0031930130325665777
1052,0.005016647312717107
1053,0.539544286781413
1054,0.6806222893387746
1055,0.40155443517110234
1056,0.3453147611115937
1057,0.030038758334960385
1058,0.0994508733552038
1059,0.6006970301937581
1060,0.018093036249610554
1061,0.0006787858682944463
1062,0.6066338981352561
1063,0.0009514784055559657
1064,0.19261262586148772
1065,0.16103834930989266
1066,0.0007621711836188048
1067,0.4551063915205683
1068,0.0005340237514459689
1069,0.9745526754825974
1070,0.2525902966589019
1071,0.14182337153889307
1072,0.0008542982678461391
1073,0.07836339430942661
1074,0.19364521615892583
1075,0.8400639816860678
1076,0.025966005574547656
1077,0.0048029799925221
1078,0.5099634473867595
1079,0.23985784100567112
1080,0.9917354403269443
1081,0.010048068062483366
1082,0.17759256237665752
1083,0.45180565303615766
1084,0.01400131788415304
1085,0.005042510395336867
1086,0.011446852889117972
1087,0.09729356070653736
1088,0.16649862698498594
1089,0.25221610135419203
1090,0.3599156221089802
1091,0.3435697334255137
1092,0.3582491079911077
1093,0.014010194149126291
1094,0.14149585242443374
1095,0.02127090640284586
1096,0.029674024691322992
1097,0.004959570529230721
1098,0.6397756426612518
1099,0.8385750627832244
1100,0.004289672758210487
1101,0.530820012870282
1102,0.0009154113005040474
1103,0.9969314295240939
1104,0.524592861350861
1105,0.10709418543986686
1106,0.9479479147225938
1107,0.32241953557936126
1108,0.003799903347105213
1109,0.9927681677814454
1110,0.14690498380156897
1111,0.7408738216108018
1112,0.039143899125923864
1113,0.7894847729414146
1114,0.09154395338367995
1115,0.10164489116619392
1116,0.13398906093424362
1117,0.676960435457817
1118,0.010650949668926978
1119,0.6662277173423381
1120,0.022888976238656343
1121,0.0763167061351525
1122,0.003332097432493925
1123,0.008088217261684608
1124,0.0014658295322451673
1125,0.0011063717664561343
1126,0.009088927781616709
1127,0.01966485583094363
1128,0.0009323119126733722
1129,0.5114021481850562
1130,0.005352536393001497
1131,0.09279160420236494
1132,0.4722527232331708
1133,0.01018530395932634
1134,0.049842796105474214
1135,0.01699944120041315
1136,0.01961453482416285
1137,0.996612317910984
1138,0.02641642933340589
1139,0.7173935854634628
1140,0.42631013258493505
1141,0.3142895421277419
1142,0.47259899589840126
1143,0.008885661606812348
1144,0.06451432343205953
1145,0.7044538430063432
1146,0.04090035169642508
1147,0.48434709076456317
1148,0.25740632993231694
1149,0.5380251780687895
1150,0.2845704312010597
1151,0.12944257903167822
1152,0.9888450169393528
1153,0.009657888504354522
1154,0.02809111123265149
1155,0.7654678675169739
1156,0.00041301753201616523
1157,0.24168835644202577
1158,0.005227143753652
1159,0.0011500944051501373
1160,0.23111042307819218
1161,0.0030502438418390366
1162,0.04809293617530304
1163,0.03522392822576399
1164,0.09642635644686437
1165,0.5579614987610586
1166,0.008313718968556446
1167,0.6396261059840724
1168,0.01147203221169855
1169,0.5050853365320856
1170,0.7220104259353674
1171,0.07141756811617539
1172,0.7305971408816865
1173,0.003679724717059066
1174,0.1571685595814996
1175,0.024492282801613693
1176,0.13000376943525627
1177,0.1740461625283549
1178,0.9949034177796646
1179,0.9619686726973868
1180,0.000815051581269583
1181,0.045828336292072266
1182,0.005443079032419836
1183,0.11305846744169534
1184,0.46649917262769836
1185,0.9287446068236273
1186,0.023761616919410835
1187,0.20078661687401386
1188,0.24800410167544892
1189,0.6609357701430508
1190,0.0798968941170446
1191,0.2914526341035199
1192,0.2356600375090276
1193,0.0041550385374450405
1194,0.035151829163031535
1195,0.3341462895271319
1196,0.13400638611790483
1197,0.0013009727345760385
1198,0.02578206796078134
1199,0.5586406081340813
1200,0.000596499589378869
1201,0.6290438229580261
1202,0.017250392427209178
1203,0.6915596099235599
1204,0.018106535928143402
1205,0.0388623289853291
1206,0.0129423151045608
1207,0.2107324603447591
1208,0.03515019121333936
1209,0.06497899807154357
1210,0.08286029516723069
1211,0.024065540956276353
1212,0.0077387724966660595
1213,0.9900145384386028
1214,0.025182926313559638
1215,0.0018168221650981078
1216,0.00892923694046715
1217,0.9748257871311158
1218,0.041517115143841266
1219,0.6896349236737885
1220,0.973058294520563
1221,0.0032224357269518907
1222,0.008130439468805595
1223,0.005794540093709277
1224,0.7067657898238787
1225,0.0006555989557694748
1226,0.0018541478125717525
1227,0.47539631982555686
1228,0.0031385347353126776
1229,0.9388475282510795
1230,0.3456561780746269
1231,0.008047825066801323
1232,0.6830890275579001
1233,0.18217729262336002
1234,0.2678853731247424
1235,0.13272190034830322
1236,0.3011873660449056
1237,0.5495823686739544
1238,0.000816628237509123
1239,0.41499366026873546
1240,0.04577921324354559
